レコードID,会社名,医療機関コード（正）,郵便番号,都道府県／地域,市区町村,ウェブサイトURL,正規化名,名寄せキー種別,重複グループID,代表フラグ,検索クエリ
313707809499,医療法人　篠﨑医院,2010217723,390-0811,長野県,松本市中央２丁目１番２４号,,篠﨑医院,CODE,G001941,代表,医療法人 篠﨑医院 松本市 公式サイト
313700818643,医療法人博和会　上松病院,2010117451,380-0802,長野県,長野市上松５丁目３番１０号,,博和会上松病院,CODE,G001942,代表,医療法人博和会 上松病院 長野市 公式サイト
313700746981,若葉クリニック,1912300173,400-1514,山梨県,中央市浅利１６８６－２,,若葉クリニック,CODE,G001943,代表,若葉クリニック 中央市 公式サイト
313707925238,医療法人山下クリニック,1912010178,409-0112,山梨県,上野原市上野原５０９－１,,山下クリニック,CODE,G001944,代表,医療法人山下クリニック 上野原市 公式サイト
313656144609,弦間医院,1911810560,405-0073,山梨県,笛吹市一宮町末木８６４－２,,弦間医院,CODE,G001945,代表,弦間医院 笛吹市 公式サイト
313707876027,ユアー在宅　飯田診療所,1911610705,400-0306,山梨県,南アルプス市小笠原２１０３,,ユア在宅飯田診療所,CODE,G001946,代表,ユアー在宅 飯田診療所 南アルプス市 公式サイト
313663163074,白根なかざわクリニック,1911610598,400-0221,山梨県,南アルプス市在家塚５２－６,,白根なかざわクリニック,CODE,G001947,代表,白根なかざわクリニック 南アルプス市 公式サイト
313504636608,保坂メディカルクリニック,1911711008,400-0115,山梨県,甲斐市篠原６８２－１,,保坂メディカルクリニック,CODE,G001948,代表,保坂メディカルクリニック 甲斐市 公式サイト
313587876550,春日居総合リハビリテーション病院,1911810339,406-0014,山梨県,笛吹市春日居町国府４３６,,春日居総合リハビリテション病院,CODE,G001949,代表,春日居総合リハビリテーション病院 笛吹市 公式サイト
313707845366,矢ヶ崎皮フ科,1911710950,400-0117,山梨県,甲斐市西八幡１９４６番地１,,矢ヶ崎皮フ科,CODE,G001950,代表,矢ヶ崎皮フ科 甲斐市 公式サイト
313707809498,おおくにクリニック,1910116076,400-0053,山梨県,甲府市大里町５１２５番地,,おおくにクリニック,CODE,G001951,代表,おおくにクリニック 甲府市 公式サイト
313700818641,ばんどう整形外科クリニック,1910105186,400-0051,山梨県,甲府市古上条町２１－２,,ばんどう整形外科クリニック,CODE,G001952,代表,ばんどう整形外科クリニック 甲府市 公式サイト
313700818640,加納岩総合病院,1910210275,405-0018,山梨県,山梨市上神内川１３０９,,加納岩総合病院,CODE,G001953,代表,加納岩総合病院 山梨市 公式サイト
313587876549,医療法人韮崎東ヶ丘病院,1910910262,407-0175,山梨県,韮崎市穂坂町宮久保１２１６,,韮崎東ヶ丘病院,CODE,G001954,代表,医療法人韮崎東ヶ丘病院 韮崎市 公式サイト
313700665059,田辺眼科,1911710273,400-0117,山梨県,甲斐市西八幡６９３－１,,田辺眼科,CODE,G001955,代表,田辺眼科 甲斐市 公式サイト
313656144608,わかみや内科消化器外科クリニック,1910910809,407-0015,山梨県,韮崎市若宮１丁目６番４１号,,わかみや内科消化器外科クリニック,CODE,G001956,代表,わかみや内科消化器外科クリニック 韮崎市 公式サイト
313700711151,羽田医院,1911210647,403-0004,山梨県,富士吉田市下吉田二丁目２－１８,,羽田医院,CODE,G001957,代表,羽田医院 富士吉田市 公式サイト
313700784831,いがらし整形外科,1510312968,943-0893,新潟県,上越市大貫４丁目６番８号,,いがらし整形外科,CODE,G001958,代表,いがらし整形外科 上越市 公式サイト
313707925237,五日町病院,1512410034,949-7101,新潟県,南魚沼市五日町２３７５,,五日町病院,CODE,G001959,代表,五日町病院 南魚沼市 公式サイト
313707845365,西新発田クリニック,1510612151,957-0082,新潟県,新発田市佐々木１７５番地,,西新発田クリニック,CODE,G001960,代表,西新発田クリニック 新発田市 公式サイト
313504636607,大石耳鼻咽喉科クリニック,1910104015,400-0008,山梨県,甲府市緑が丘一丁目１－２１,,大石耳鼻咽喉科クリニック,CODE,G001961,代表,大石耳鼻咽喉科クリニック 甲府市 公式サイト
313707876026,あおぞら皮ふ科クリニック,1510313156,943-0896,新潟県,上越市大字飯２５１９番地,,あおぞら皮ふ科クリニック,CODE,G001962,代表,あおぞら皮ふ科クリニック 上越市 公式サイト
313707845364,南魚沼市民病院附属城内診療所,,949-7114,新潟県,南魚沼市泉甲１５４番地１,,南魚沼市民病院附属城内診療所,ZIP+NAME,G001963,代表,南魚沼市民病院附属城内診療所 南魚沼市 公式サイト
313707845363,角谷整形外科医院,1515810503,949-6102,新潟県,南魚沼郡湯沢町大字神立字川久保２５１の７,,角谷整形外科医院,CODE,G001964,代表,角谷整形外科医院 南魚沼郡湯沢町 公式サイト
313700746980,医療法人社団　藤島医院　藤島医院,1512410109,949-6680,新潟県,南魚沼市六日町１８８１,,藤島医院藤島医院,CODE,G001965,代表,医療法人社団 藤島医院 藤島医院 南魚沼市 公式サイト
313700711150,ニュータウンクリニック塚田医院,1510311846,943-0803,新潟県,上越市春日野一丁目１４番１０号,,ニュタウンクリニック塚田医院,CODE,G001966,代表,ニュータウンクリニック塚田医院 上越市 公式サイト
313571677884,医療法人社団　たなか内科医院,1512210509,952-0114,新潟県,佐渡市下新穂８３－２,,たなか内科医院,CODE,G001967,代表,医療法人社団 たなか内科医院 佐渡市 公式サイト
313700665058,斉藤医院,1510311515,943-0122,新潟県,上越市新保古新田５４８－１,,斉藤医院,CODE,G001968,代表,斉藤医院 上越市 公式サイト
313700665057,木村医院,1510214073,940-2035,新潟県,長岡市関原町２－２４４,,木村医院,CODE,G001969,代表,木村医院 長岡市 公式サイト
313561078468,おおふち眼科,1511010678,948-0093,新潟県,十日町市稲荷町三丁目南７番地２５,,おおふち眼科,CODE,G001970,代表,おおふち眼科 十日町 公式サイト
313553857247,みながわ皮ふ科,1510312786,943-0861,新潟県,上越市大和２丁目１５番１８号,,みながわ皮ふ科,CODE,G001971,代表,みながわ皮ふ科 上越市 公式サイト
313700784830,医療法人社団　山口外科医院,1411500826,259-0313,神奈川県,足柄下郡湯河原町鍛冶屋１９３,,山口外科医院,CODE,G001972,代表,医療法人社団 山口外科医院 足柄下郡湯河原町 公式サイト
313700746979,新潟メンタルクリニック,1510123357,950-0916,新潟県,新潟市中央区米山１－２４　新潟駅南センタ－ビル１Ｆ,,新潟メンタルクリニック,CODE,G001973,代表,新潟メンタルクリニック 新潟市中央区 公式サイト
313700746978,上原医院,1510213927,954-0213,新潟県,長岡市下沼新田甲９７,,上原医院,CODE,G001974,代表,上原医院 長岡市 公式サイト
313571677883,医療法人社団　前田内科クリニック,1510120080,950-2041,新潟県,新潟市西区坂井東２丁目２番２９号,,前田内科クリニック,CODE,G001975,代表,医療法人社団 前田内科クリニック 新潟市西区 公式サイト
313561078467,明元堂眼科医院,1510125758,951-8068,新潟県,新潟市中央区上大川前通９－１２７９番地,,明元堂眼科医院,CODE,G001976,代表,明元堂眼科医院 新潟市中央区 公式サイト
313707809497,本多レディースクリニック,1510123969,950-0841,新潟県,新潟市東区中野山８９１番地１,,本多レディスクリニック,CODE,G001977,代表,本多レディースクリニック 新潟市東区 公式サイト
313707809496,皮膚科まるやまクリニック,1510124058,950-2028,新潟県,新潟市西区小新南２－５－２０,,皮膚科まるやまクリニック,CODE,G001978,代表,皮膚科まるやまクリニック 新潟市西区 公式サイト
313587876548,ほしの医院,1510122110,956-0021,新潟県,新潟市秋葉区北上新田８０４ー１,,ほしの医院,CODE,G001979,代表,ほしの医院 新潟市秋葉区 公式サイト
313707925236,まきた眼科　座間院,1414110136,252-0012,神奈川県,座間市広野台２－１０－４　イオンモール座間２Ｆ,,まきた眼科座間院,CODE,G001980,代表,まきた眼科 座間院 座間市 公式サイト
313700784829,在宅ケアクリニック川岸町,1510125469,951-8133,新潟県,新潟市中央区川岸町２丁目１１番１４号福新ビル２階,,在宅ケアクリニック川岸町,CODE,G001981,代表,在宅ケアクリニック川岸町 新潟市中央区 公式サイト
313656144607,山田内科医院,1411401389,258-0004,神奈川県,足柄上郡松田町松田庶子１５４３－１,,山田内科医院,CODE,G001982,代表,山田内科医院 足柄上郡松田町 公式サイト
313553857246,横山外科胃腸科,1411210087,253-0114,神奈川県,高座郡寒川町田端４０００番地２８,,横山外科胃腸科,CODE,G001983,代表,横山外科胃腸科 高座郡寒川町 公式サイト
313553857245,吉澤医院,1414000857,259-1141,神奈川県,伊勢原市上粕屋３５１－１,,吉澤医院,CODE,G001984,代表,吉澤医院 伊勢原市 公式サイト
313544880830,西堀七番町クリニック,1510128109,951-8061,新潟県,新潟市中央区西堀通７番町１５５５番地日生不動産西堀ビル２－Ａ,,西堀七番町クリニック,CODE,G001985,代表,西堀七番町クリニック 新潟市中央区 公式サイト
313707875065,阿部小児科医院,1510115601,950-0012,新潟県,新潟市東区有楽３丁目８－６,,阿部小児科医院,CODE,G001986,代表,阿部小児科医院 新潟市東区 公式サイト
313707925235,医療法人社団　原田医院,1411201060,253-0105,神奈川県,高座郡寒川町岡田３－７－３５,,原田医院,CODE,G001987,代表,医療法人社団 原田医院 高座郡寒川町 公式サイト
313700818639,伊勢原駅前クリニック,1414000493,259-1132,神奈川県,伊勢原市桜台１－２－１３　１階,,伊勢原駅前クリニック,CODE,G001988,代表,伊勢原駅前クリニック 伊勢原市 公式サイト
313663163073,眼科根崎医院,1414000980,259-1131,神奈川県,伊勢原市伊勢原２－２－２６今井ビル３Ｆ,,眼科根崎医院,CODE,G001989,代表,眼科根崎医院 伊勢原市 公式サイト
313656144606,中央林間ハートクリニック,1413010782,242-0007,神奈川県,大和市中央林間４丁目１４番２５号　中央林間大塚ビル　２階,,中央林間ハトクリニック,CODE,G001990,代表,中央林間ハートクリニック 大和市 公式サイト
313656144605,医療法人紀陽会　さがみ野耳鼻咽喉科,1414200564,243-0401,神奈川県,海老名市東柏ケ谷１－１４－１７,,紀陽会さがみ野耳鼻咽喉科,CODE,G001991,代表,医療法人紀陽会 さがみ野耳鼻咽喉科 海老名市 公式サイト
313561078466,みたに眼科クリニック,1414201422,243-0401,神奈川県,海老名市東柏ケ谷５－１８－１９海老名三紫ビル１Ｆ,,みたに眼科クリニック,CODE,G001992,代表,みたに眼科クリニック 海老名市 公式サイト
313553857244,桜森耳鼻咽喉科クリニック,1413010667,242-0029,神奈川県,大和市上草柳１８６－３,,桜森耳鼻咽喉科クリニック,CODE,G001993,代表,桜森耳鼻咽喉科クリニック 大和市 公式サイト
313553857243,医療法人社団柏信会　青木病院,1412500924,249-0005,神奈川県,逗子市桜山６－１３３６,,柏信会青木病院,CODE,G001994,代表,医療法人社団柏信会 青木病院 逗子市 公式サイト
313707925234,こころとからだの診療室　はなこ女性クリニック,1412810562,257-0034,神奈川県,秦野市大秦町１－７　半田ビル３階,,こころとからだの診療室はなこ女性クリニック,CODE,G001995,代表,こころとからだの診療室 はなこ女性クリニック 秦野市 公式サイト
313707809495,逗葉小磯診療所,1412510220,249-0006,神奈川県,逗子市逗子二丁目５番２号　１階,,逗葉小磯診療所,CODE,G001996,代表,逗葉小磯診療所 逗子市 公式サイト
313571677882,長後駅前眼科,1412206449,252-0807,神奈川県,藤沢市下土棚４６７－９山口ビル３Ｆ,,長後駅前眼科,CODE,G001997,代表,長後駅前眼科 藤沢市 公式サイト
313707925233,医療法人社団　小林国際クリニック,1413001989,242-0005,神奈川県,大和市西鶴間３－５－６ハイネスアミティ鶴間２番館１１０号室,,小林国際クリニック,CODE,G001998,代表,医療法人社団 小林国際クリニック 大和市 公式サイト
313707845362,荒井医院,1412203040,251-0053,神奈川県,藤沢市本町２－１２－７,,荒井医院,CODE,G001999,代表,荒井医院 藤沢市 公式サイト
313707845361,愛育病院,1413002458,242-0006,神奈川県,大和市南林間２－１４－１３,,愛育病院,CODE,G002000,代表,愛育病院 大和市 公式サイト
313700818638,よしだみつぎ整形外科クリニック,1412207421,252-0804,神奈川県,藤沢市湘南台３－７－１２湘南台クリニックビル３０２号,,よしだみつぎ整形外科クリニック,CODE,G002001,代表,よしだみつぎ整形外科クリニック 藤沢市 公式サイト
313700711149,林眼科医院,1413003498,242-0003,神奈川県,大和市林間１－６－１１,,林眼科医院,CODE,G002002,代表,林眼科医院 大和市 公式サイト
313663163072,ローズマリークリニック,1411910983,238-0041,神奈川県,横須賀市本町２－１－１２　コースカベイサイドストアーズ５階,,ロズマリクリニック,CODE,G002003,代表,ローズマリークリニック 横須賀市 公式サイト
313587876547,恵泉クリニック,1413010329,242-0024,神奈川県,大和市福田５５１１－２,,恵泉クリニック,CODE,G002004,代表,恵泉クリニック 大和市 公式サイト
313561078465,湘南台はた眼科,1412212728,252-0804,神奈川県,藤沢市湘南台一丁目４番地２　ピノスビル１Ｆ－１,,湘南台はた眼科,CODE,G002005,代表,湘南台はた眼科 藤沢市 公式サイト
313553857242,たなかクリニック,1413003852,242-0028,神奈川県,大和市桜森３－７－１８,,たなかクリニック,CODE,G002006,代表,たなかクリニック 大和市 公式サイト
313504636606,いしぐろ整形外科,1412303766,250-0852,神奈川県,小田原市栢山２６５４－５,,いしぐろ整形外科,CODE,G002007,代表,いしぐろ整形外科 小田原市 公式サイト
313700784828,医療法人　誠翔会　セントジョージクリニック,1412207389,252-0816,神奈川県,藤沢市遠藤６２１５,,誠翔会セントジョジクリニック,CODE,G002008,代表,医療法人 誠翔会 セントジョージクリニック 藤沢市 公式サイト
313700711148,井口耳鼻咽喉科医院,1411911098,239-0831,神奈川県,横須賀市久里浜１－３－１７　鈴栄メディカルビル４階,,井口耳鼻咽喉科医院,CODE,G002009,代表,井口耳鼻咽喉科医院 横須賀市 公式サイト
313700665056,千代田クリニック,1412611119,252-0237,神奈川県,相模原市中央区千代田４－４－１０,,千代田クリニック,CODE,G002010,代表,千代田クリニック 相模原市中央区 公式サイト
313656144604,今岡医院,1412910008,243-0028,神奈川県,厚木市愛甲西３－２－６,,今岡医院,CODE,G002011,代表,今岡医院 厚木市 公式サイト
313571676921,藤沢シティ眼科,1412204212,251-0052,神奈川県,藤沢市藤沢１１５　エフティ－ビル２Ｆ,,藤沢シティ眼科,CODE,G002012,代表,藤沢シティ眼科 藤沢市 公式サイト
313700665055,相模大野駅前　まよなかファミリークリニック,1412612174,252-0303,神奈川県,相模原市南区相模大野８－３－３　センチュリーＫＩビル１０１Ａ,,相模大野駅前まよなかファミリクリニック,CODE,G002013,代表,相模大野駅前 まよなかファミリークリニック 相模原市南区 公式サイト
313656144603,医療法人社団　厚済会　追浜仁正クリニック,1411906122,237-0064,神奈川県,横須賀市追浜町３－１エルシャンテ追浜,,厚済会追浜仁正クリニック,CODE,G002014,代表,医療法人社団 厚済会 追浜仁正クリニック 横須賀市 公式サイト
313553857241,小松循環器科・内科,1412801439,257-0011,神奈川県,秦野市尾尻９３１－７けやきビル２Ｆ,,小松循環器科内科,CODE,G002015,代表,小松循環器科・内科 秦野市 公式サイト
313707845360,さかい内科・胃腸科クリニック,1412104891,248-0005,神奈川県,鎌倉市雪ノ下３－１－３２,,さかい内科胃腸科クリニック,CODE,G002016,代表,さかい内科・胃腸科クリニック 鎌倉市 公式サイト
313707809494,社会医療法人三栄会　中央林間じんクリニック,1413002938,242-0007,神奈川県,大和市中央林間４－１５－２２ＫＴ長谷川ビル３０１号,,三栄会中央林間じんクリニック,CODE,G002017,代表,社会医療法人三栄会 中央林間じんクリニック 大和市 公式サイト
313707809493,医療法人寿康会　相模病院,1412600682,252-0334,神奈川県,相模原市南区若松１－１２－２５,,寿康会相模病院,CODE,G002018,代表,医療法人寿康会 相模病院 相模原市南区 公式サイト
313700818637,あつぎライフケアクリニック,1412910792,243-0004,神奈川県,厚木市水引二丁目７番３８号　コスモビル３階,,あつぎライフケアクリニック,CODE,G002019,代表,あつぎライフケアクリニック 厚木市 公式サイト
313700746977,髙橋内科クリニック,1412206381,251-0035,神奈川県,藤沢市片瀬海岸１－５－５鎌田ビル１Ｆ,,髙橋内科クリニック,CODE,G002020,代表,髙橋内科クリニック 藤沢市 公式サイト
313663163071,中川耳鼻咽喉科・めまいクリニック,1412612208,252-0202,神奈川県,相模原市中央区淵野辺本町４－２５－１９,,中川耳鼻咽喉科めまいクリニック,CODE,G002021,代表,中川耳鼻咽喉科・めまいクリニック 相模原市中央区 公式サイト
313587876546,油壺エデンの園附属診療所,1412700482,238-0224,神奈川県,三浦市三崎町諸磯１５００,,油壺エデンの園附属診療所,CODE,G002022,代表,油壺エデンの園附属診療所 三浦市 公式サイト
313544880829,相模大野南口あおクリニック,1412611531,252-0303,神奈川県,相模原市南区相模大野７－６－８　ＳＫＹビル１Ｆ,,相模大野南口あおクリニック,CODE,G002023,代表,相模大野南口あおクリニック 相模原市南区 公式サイト
313504636605,藤沢みうら耳鼻咽喉科,1412212124,251-0052,神奈川県,藤沢市藤沢５３０番地１０　Ｆ．Ｓ．Ｃビル４０２号室,,藤沢みうら耳鼻咽喉科,CODE,G002024,代表,藤沢みうら耳鼻咽喉科 藤沢市 公式サイト
313707845359,馬堀内科医院,1411910504,239-0801,神奈川県,横須賀市馬堀海岸２－２６－８,,馬堀内科医院,CODE,G002025,代表,馬堀内科医院 横須賀市 公式サイト
313700818636,ひまわりレディース＆マタニティクリニック,1412004026,254-0014,神奈川県,平塚市四之宮２－１１－３０,,ひまわりレディス&マタニティクリニック,CODE,G002026,代表,ひまわりレディース&マタニティクリニック 平塚市 公式サイト
313700746976,菊池内科クリニック,1412002715,254-0018,神奈川県,平塚市東真土４－１９－１,,菊池内科クリニック,CODE,G002027,代表,菊池内科クリニック 平塚市 公式サイト
313656144602,中央メンタルクリニック,1411911486,238-0008,神奈川県,横須賀市大滝町２－１１八島ビル３階,,中央メンタルクリニック,CODE,G002028,代表,中央メンタルクリニック 横須賀市 公式サイト
313587876545,藤沢在宅クリニック,1412210508,251-0055,神奈川県,藤沢市南藤沢１７－１６　秋山ビルⅡ　２Ｆ２０１,,藤沢在宅クリニック,CODE,G002029,代表,藤沢在宅クリニック 藤沢市 公式サイト
313571676920,原田クリニック,1412606549,252-0206,神奈川県,相模原市中央区淵野辺３－１１－１７エーワンビル１０１,,原田クリニック,CODE,G002030,代表,原田クリニック 相模原市中央区 公式サイト
313553857240,医療法人社団　健伸会　すずらんクリニック,1413003654,242-0016,神奈川県,大和市大和南２－５－６,,健伸会すずらんクリニック,CODE,G002031,代表,医療法人社団 健伸会 すずらんクリニック 大和市 公式サイト
313707809492,大和レディース・クリニック,1413002029,242-0021,神奈川県,大和市中央２－１３－２７グレイス大和１０１,,大和レディスクリニック,CODE,G002032,代表,大和レディース・クリニック 大和市 公式サイト
313504636604,湘南茅ヶ崎ＡＲＴレディースクリニック,1412410710,253-0062,神奈川県,茅ヶ崎市浜見平１０番２号　ブランチ茅ケ崎３　２Ｆ　Ｇ２０４２区画、Ｇ２０４３区画,,湘南茅ヶ崎artレディスクリニック,CODE,G002033,代表,湘南茅ヶ崎ARTレディースクリニック 茅ヶ崎市浜見平10番2号 ブランチ茅ケ崎3 2F G2042区 公式サイト
313700711147,湘南藤沢こころのクリニック,1412211068,251-0052,神奈川県,藤沢市藤沢１０１５－１４　リヴレ藤沢５Ｆ,,湘南藤沢こころのクリニック,CODE,G002034,代表,湘南藤沢こころのクリニック 藤沢市 公式サイト
313707925232,大塚内科医院,1412606085,252-0215,神奈川県,相模原市中央区氷川町１３－１,,大塚内科医院,CODE,G002035,代表,大塚内科医院 相模原市中央区 公式サイト
313707875063,てるて産科クリニック,1412610269,252-0241,神奈川県,相模原市中央区横山台１－４－１,,てるて産科クリニック,CODE,G002036,代表,てるて産科クリニック 相模原市中央区 公式サイト
313700818635,こじま脳神経外科クリニック,1412010452,254-0042,神奈川県,平塚市明石町１－２３　平塚明石ビル４Ｆ,,こじま脳神経外科クリニック,CODE,G002037,代表,こじま脳神経外科クリニック 平塚市 公式サイト
313561078464,医療法人社団さんりつ会　そうわ上溝南クリニック,1412612257,252-0243,神奈川県,相模原市中央区上溝４３　山紀ビル５階,,さんりつ会そうわ上溝南クリニック,CODE,G002038,代表,医療法人社団さんりつ会 そうわ上溝南クリニック 相模原市中央区 公式サイト
313553857239,医療法人社団　久明会　相模中央クリニック,1412607117,252-0239,神奈川県,相模原市中央区中央６－９－２３,,久明会相模中央クリニック,CODE,G002039,代表,医療法人社団 久明会 相模中央クリニック 相模原市中央区 公式サイト
313700665054,梅の在宅クリニック,1415610647,215-0035,神奈川県,川崎市麻生区黒川８５－１,,梅の在宅クリニック,CODE,G002040,代表,梅の在宅クリニック 川崎市麻生区 公式サイト
313587876544,ミオ医院,1412603710,252-0321,神奈川県,相模原市南区相模台２－１６－２１,,ミオ医院,CODE,G002041,代表,ミオ医院 相模原市南区 公式サイト
313544880828,山田クリニック,1412606770,252-0231,神奈川県,相模原市中央区相模原３－１２－９パーシモンビル１Ｆ,,山田クリニック,CODE,G002042,代表,山田クリニック 相模原市中央区 公式サイト
313544880827,百合ヶ丘水野クリニック,1415602008,215-0011,神奈川県,川崎市麻生区百合丘１－１６－２２,,百合ヶ丘水野クリニック,CODE,G002043,代表,百合ヶ丘水野クリニック 川崎市麻生区 公式サイト
313700665053,五十嵐レディースクリニック,1415411053,214-0036,神奈川県,川崎市多摩区南生田四丁目６番６号　南生田医療モール１Ｆ,,五十嵐レディスクリニック,CODE,G002044,代表,五十嵐レディースクリニック 川崎市多摩区 公式サイト
313504636603,藤木内科医院,1415600747,215-0013,神奈川県,川崎市麻生区王禅寺東１－９－３,,藤木内科医院,CODE,G002045,代表,藤木内科医院 川崎市麻生区 公式サイト
313700665052,宮前平内科クリニック,1415510052,216-0006,神奈川県,川崎市宮前区宮前平２－１５－２第二マルテイビル,,宮前平内科クリニック,CODE,G002046,代表,宮前平内科クリニック 川崎市宮前区 公式サイト
313561078463,渡部産婦人科医院,1415301924,213-0026,神奈川県,川崎市高津区久末１９３３,,渡部産婦人科医院,CODE,G002047,代表,渡部産婦人科医院 川崎市高津区 公式サイト
313707845358,稲田堤メンタルクリニック,1415410113,214-0003,神奈川県,川崎市多摩区菅稲田堤１－１７－２８－２０４,,稲田堤メンタルクリニック,CODE,G002048,代表,稲田堤メンタルクリニック 川崎市多摩区 公式サイト
313707809491,たちばな耳鼻咽喉科,1415410253,214-0014,神奈川県,川崎市多摩区登戸２１３０－２　アトラスタワー向ヶ丘遊園２０７,,たちばな耳鼻咽喉科,CODE,G002049,代表,たちばな耳鼻咽喉科 川崎市多摩区 公式サイト
313707809490,武蔵小杉こころみクリニック・内科・心療内科・精神科,1415211271,211-0063,神奈川県,川崎市中原区小杉町三丁目１５０１番地１　セントア武蔵小杉Ａ棟２０３号室,,武蔵小杉こころみクリニック内科心療内科精神科,CODE,G002050,代表,武蔵小杉こころみクリニック・内科・心療内科・精神科 川崎市中原区 公式サイト
313553857238,たけお眼科,1415110101,212-0058,神奈川県,川崎市幸区鹿島田１－１－３新川崎スクエア３Ｆ,,たけお眼科,CODE,G002051,代表,たけお眼科 川崎市幸区 公式サイト
313707875062,武蔵新城駅前皮膚科,1415210265,211-0045,神奈川県,川崎市中原区上新城２－１１－２９　武蔵新城メディカルビル３Ｆ,,武蔵新城駅前皮膚科,CODE,G002052,代表,武蔵新城駅前皮膚科 川崎市中原区 公式サイト
313707845357,Ｎａｏ　Ｗｏｍｅｎ’ｓ　Ｃｌｉｎｉｃ,1415211370,211-0005,神奈川県,川崎市中原区新丸子町７４１　Ｈ－ｍｏｌｌ　１階,,naowomensclinic,CODE,G002053,代表,Nao Women’s Clinic 川崎市中原区 公式サイト
313587876543,春原内科クリニック,1415202973,211-0044,神奈川県,川崎市中原区新城３－２－１３ラ・ビスタビル２Ｆ,,春原内科クリニック,CODE,G002054,代表,春原内科クリニック 川崎市中原区 公式サイト
313707809489,よこせ耳鼻咽喉科クリニック,1415201835,211-0025,神奈川県,川崎市中原区木月２－１６－６,,よこせ耳鼻咽喉科クリニック,CODE,G002055,代表,よこせ耳鼻咽喉科クリニック 川崎市中原区 公式サイト
313707845356,松山整形外科,1415110721,212-0053,神奈川県,川崎市幸区下平間３４１－２,,松山整形外科,CODE,G002056,代表,松山整形外科 川崎市幸区 公式サイト
313553857237,医療法人育柿会　おぐら皮フ科クリニック,1415110002,212-0054,神奈川県,川崎市幸区小倉５－１９－２３クロスガーデン川崎２１０,,育柿会おぐら皮フ科クリニック,CODE,G002057,代表,医療法人育柿会 おぐら皮フ科クリニック 川崎市幸区 公式サイト
313587876542,グッドライフクリニック,1413810322,224-0003,神奈川県,横浜市都筑区中川中央１－３９－４４－２０３,,グッドライフクリニック,CODE,G002058,代表,グッドライフクリニック 横浜市都筑区 公式サイト
313700818634,松井クリニック,1413801453,224-0034,神奈川県,横浜市都筑区勝田町３２４－３,,松井クリニック,CODE,G002059,代表,松井クリニック 横浜市都筑区 公式サイト
313561078462,田﨑医院,1413800372,224-0035,神奈川県,横浜市都筑区新栄町１４－１,,田﨑医院,CODE,G002060,代表,田﨑医院 横浜市都筑区 公式サイト
313587876541,医療法人社団藤の会　藤が丘耳鼻咽喉科,1413710571,227-0043,神奈川県,横浜市青葉区藤が丘２－６－９－１Ｆ,,藤の会藤が丘耳鼻咽喉科,CODE,G002061,代表,医療法人社団藤の会 藤が丘耳鼻咽喉科 横浜市青葉区 公式サイト
313707925231,はまだこどもクリニック,1413710134,225-0003,神奈川県,横浜市青葉区新石川３－１５－９,,はまだこどもクリニック,CODE,G002062,代表,はまだこどもクリニック 横浜市青葉区 公式サイト
313707845355,おぐら耳鼻咽喉科,1413501327,247-0006,神奈川県,横浜市栄区笠間４－１１－６　グランフォレスト１－Ａ,,おぐら耳鼻咽喉科,CODE,G002063,代表,おぐら耳鼻咽喉科 横浜市栄区 公式サイト
313587876540,徳岡クリニック,1413703618,225-0013,神奈川県,横浜市青葉区荏田町４７７,,徳岡クリニック,CODE,G002064,代表,徳岡クリニック 横浜市青葉区 公式サイト
313571676919,にしいクリニック,1413610201,245-0008,神奈川県,横浜市泉区弥生台２０－２４,,にしいクリニック,CODE,G002065,代表,にしいクリニック 横浜市泉区 公式サイト
313707809488,ルーエ・メンタルクリニック,1413600855,245-0003,神奈川県,横浜市泉区岡津町５９７－７,,ルエメンタルクリニック,CODE,G002066,代表,ルーエ・メンタルクリニック 横浜市泉区 公式サイト
313700784827,岩谷産婦人科医院,1413703204,227-0062,神奈川県,横浜市青葉区青葉台１－１３－１１,,岩谷産婦人科医院,CODE,G002067,代表,岩谷産婦人科医院 横浜市青葉区 公式サイト
313700746975,郷診療所,1413501392,247-0034,神奈川県,横浜市栄区桂台中２－１,,郷診療所,CODE,G002068,代表,郷診療所 横浜市栄区 公式サイト
313656144601,横浜泉レディースクリニック,1413601796,245-0013,神奈川県,横浜市泉区中田東３－１６－６アクアパレス中田１Ｆ,,横浜泉レディスクリニック,CODE,G002069,代表,横浜泉レディースクリニック 横浜市泉区 公式サイト
313707925230,中西眼科,1413306602,226-0025,神奈川県,横浜市緑区十日市場町８１９－１２,,中西眼科,CODE,G002070,代表,中西眼科 横浜市緑区 公式サイト
313700711146,緑園皮膚科クリニック,1413600624,245-0002,神奈川県,横浜市泉区緑園６－２－２,,緑園皮膚科クリニック,CODE,G002071,代表,緑園皮膚科クリニック 横浜市泉区 公式サイト
313663163070,みよしクリニック,1413306701,226-0003,神奈川県,横浜市緑区鴨居３－１－６鴨居岩間ビル１Ｆ,,みよしクリニック,CODE,G002072,代表,みよしクリニック 横浜市緑区 公式サイト
313544880826,医療法人社団　田中整形外科医院,1413500683,247-0005,神奈川県,横浜市栄区桂町７０１－３初穂マンション本郷台１０１,,田中整形外科医院,CODE,G002073,代表,医療法人社団 田中整形外科医院 横浜市栄区 公式サイト
