医療機関コード	会社名	ウェブサイトURL	確度	判定根拠
1312135952	ブランクリニック 北千住院	https://bccl.jp/about/kitasenju/	高	院別公式ページ。足立区千住2-25-1 やよいビル5階 一致
1412111100	横浜心身統合クリニック	未検出	-	神奈川区桐畑5-2 1階。同名施設の公式HPを確認できず
1312233765	立石駅前泌尿器・内科外科クリニック	https://tateishi-urology.com/	高	公式サイト。葛飾区立石1-7-25 1階 一致（2026/7/2開院）
1510313495	おおしまメンタル・皮ふ科クリニック	未検出	-	上越市大学前56-1。ドクターキューブのWeb予約ページのみ確認でき、自院HPは未確認
1311733286	医療法人社団エキクリ 王子駅前内科小児科・アレルギー科クリニック	https://eki-kuri.com/oji/	高	院別公式ページ。北区王子1-8-8 ステラテラス2F 一致（2026/6/1開院）
1315422175	みずむら内科・消化器内視鏡クリニック西東京田無駅前院	https://tanashi-endoscopy.com/	高	公式サイト。西東京市南町4-1-8 ネクステンド田無4階 一致
1311935014	板橋みなみ内科クリニック	https://itabashi-minami.com/	高	公式サイト。板橋区板橋1-22-8 古谷ビル301 一致
1312135853	竹ノ塚こじま皮膚科	https://takenotsuka-hifuka.jp/	高	公式サイト。足立区・竹ノ塚駅西口徒歩1分 一致（2026/5/5開院）
1312135960	ぜんの眼科足立江北	https://www.zenno-eyeclinic.com/	高	公式サイト。足立区西新井本町・江北駅徒歩5分 一致
1315624754	武蔵新田こころクリニック	https://musashinitta-cocoro.com/	高	公式サイト。大田区矢口1-17-3 壽ビル2F・03-6715-2255 一致
1412110290	すげたクリニック	未検出	-	神奈川区菅田町488-4-3-102。内科/神経内科/アレルギー科まで特定。自院HPは確認できず
1312038784	ケルソンファミリークリニック	https://keldsen-familyclinic.com/	高	公式サイト。練馬区大泉学園町5-6-22・03-6904-4930 一致
